age,gender,height_cm,weight_kg,bmi,training_hours_per_week,resting_heart_rate,vo2max,reaction_time_ms,sleep_hours,flexibility_score,performance_score,performance_level
25,Male,194.0,70.7,18.8,9.3,72.9,43.2,296.5,6.8,33.0,49.2,Intermediate
30,Male,177.4,75.5,24.0,8.2,67.3,36.2,238.1,4.5,29.2,31.2,Intermediate
36,Male,148.6,67.6,30.6,18.1,40.9,44.4,276.4,9.2,44.5,69.2,Advanced
17,Male,170.5,62.6,21.5,13.3,58.9,66.3,233.9,7.3,34.7,80.3,Advanced
37,Male,171.4,83.6,28.5,11.9,67.4,61.8,243.7,4.5,39.7,55.0,Intermediate
37,Male,176.3,66.4,21.4,8.7,57.7,60.2,218.0,8.4,34.7,71.6,Advanced
24,Male,168.6,70.7,24.9,8.7,66.5,53.0,222.4,9.7,19.0,55.0,Advanced
28,Male,198.2,67.6,17.2,6.0,61.7,47.4,211.8,6.4,30.4,55.3,Advanced
37,Female,196.8,73.5,19.0,1.7,68.3,27.6,261.7,8.0,28.5,27.9,Intermediate
33,Female,158.7,78.8,31.3,7.8,75.2,33.8,231.1,7.8,29.1,23.8,Beginner
16,Male,165.8,61.6,22.4,8.0,62.5,44.8,259.5,10.0,37.2,57.8,Advanced
38,Male,185.6,42.5,12.3,6.3,70.1,46.3,300.1,9.8,42.4,68.3,Advanced
16,Male,166.9,96.3,34.6,12.4,61.4,42.1,206.2,5.7,32.7,35.1,Intermediate
30,Female,170.9,55.9,19.1,9.6,60.7,37.7,298.6,9.1,44.4,58.8,Advanced
36,Female,167.1,73.0,26.1,8.7,55.9,47.8,292.8,6.1,31.6,44.1,Intermediate
38,Male,189.1,58.8,16.4,9.9,47.4,45.0,276.4,7.9,19.0,62.3,Advanced
31,Male,174.3,69.4,22.8,3.2,78.2,44.4,240.7,7.1,29.6,34.3,Intermediate
20,Male,187.6,48.2,13.7,6.8,70.6,54.9,247.8,5.4,34.4,62.2,Advanced
21,Male,169.2,94.3,32.9,4.0,55.1,37.5,293.2,6.9,28.7,18.6,Beginner
35,Female,183.0,67.6,20.2,12.0,41.4,55.4,199.1,5.8,22.2,70.2,Advanced
29,Male,172.4,68.4,23.0,5.5,60.3,45.3,273.1,6.9,32.7,43.4,Intermediate
20,Male,176.9,79.8,25.5,2.8,61.0,36.0,222.8,6.1,24.7,24.8,Beginner
30,Male,170.7,61.6,21.1,9.2,57.7,45.0,285.2,7.3,38.9,55.9,Advanced
22,Male,172.4,49.5,16.7,13.0,64.5,36.1,211.3,8.4,47.0,69.4,Advanced
27,Male,174.1,86.2,28.4,2.7,59.9,42.4,265.6,6.7,25.0,25.2,Intermediate
18,Female,177.5,45.4,14.4,12.3,57.4,46.6,240.8,6.6,33.4,71.3,Advanced
37,Female,182.8,72.8,21.8,7.3,67.3,56.4,212.6,7.7,34.2,60.7,Advanced
34,Male,165.5,52.3,19.1,5.3,64.1,40.2,244.5,6.3,38.5,45.7,Intermediate
36,Male,161.8,74.7,28.5,13.9,57.7,56.5,258.2,6.6,34.7,60.1,Advanced
35,Male,187.6,77.2,21.9,12.8,56.8,47.6,159.4,8.4,30.3,69.5,Advanced
18,Female,195.4,68.0,17.8,3.2,59.1,32.2,249.0,7.1,24.7,35.9,Intermediate
36,Female,184.6,63.2,18.5,12.9,66.3,47.6,211.4,7.5,27.2,65.6,Advanced
24,Male,188.1,60.6,17.1,9.1,53.7,52.5,310.5,7.8,30.1,65.9,Advanced
16,Female,171.3,69.7,23.8,9.2,46.0,56.0,238.6,9.6,28.6,69.0,Advanced
31,Male,181.2,64.9,19.8,4.8,53.7,42.2,299.9,6.2,36.0,44.7,Intermediate
22,Male,179.3,58.6,18.2,6.5,57.2,52.7,224.7,6.4,22.2,56.7,Advanced
24,Male,176.7,66.5,21.3,14.4,62.2,39.5,210.1,7.9,28.6,60.3,Advanced
24,Male,166.5,64.8,23.4,5.4,58.4,44.8,274.6,6.4,31.7,41.1,Intermediate
31,Male,158.8,103.3,41.0,13.7,47.7,54.3,214.3,6.6,28.9,42.3,Intermediate
21,Male,187.4,65.9,18.8,19.1,47.3,59.9,244.9,9.0,29.7,94.9,Elite
38,Female,182.8,63.8,19.1,5.2,58.8,38.1,226.3,6.5,19.3,39.9,Intermediate
37,Female,168.4,78.3,27.6,10.3,60.6,40.4,321.5,6.0,37.9,37.7,Intermediate
38,Male,178.5,92.9,29.2,12.3,84.9,61.7,215.9,4.8,27.8,46.7,Intermediate
16,Female,170.4,60.0,20.7,8.7,71.4,50.3,236.0,6.4,32.9,53.5,Intermediate
36,Male,184.3,68.1,20.0,1.6,70.2,50.1,227.8,8.4,18.0,42.7,Intermediate
28,Male,180.3,61.7,19.0,8.5,57.8,39.0,229.9,8.1,34.3,56.3,Advanced
16,Female,190.5,84.7,23.3,10.7,66.8,44.6,250.6,6.9,22.7,46.7,Intermediate
24,Male,176.3,78.8,25.4,11.6,69.2,42.7,232.9,7.1,26.4,45.5,Intermediate
32,Male,174.2,77.8,25.6,4.1,65.3,38.9,234.8,8.2,34.9,36.4,Intermediate
21,Male,175.4,60.1,19.5,9.6,58.6,49.8,272.4,6.6,31.4,58.7,Advanced
29,Male,203.0,71.4,17.3,9.5,46.0,53.1,268.8,9.6,38.4,79.1,Advanced
22,Male,181.9,83.3,25.2,14.5,53.1,50.8,207.9,8.1,28.0,67.0,Advanced
22,Male,176.1,89.1,28.7,12.4,52.3,43.3,264.9,7.4,30.4,48.4,Intermediate
20,Male,184.1,66.6,19.7,9.6,56.7,54.5,273.5,6.0,27.8,59.9,Advanced
20,Male,172.7,76.8,25.7,14.2,62.7,36.1,339.8,6.6,35.2,42.8,Intermediate
16,Female,178.6,82.4,25.8,10.8,61.3,37.0,302.8,9.1,23.0,41.8,Intermediate
33,Male,185.2,73.4,21.4,6.2,53.1,49.4,292.9,6.8,31.5,50.9,Intermediate
25,Female,149.2,83.6,37.6,10.0,40.0,46.6,204.9,8.3,29.0,42.3,Intermediate
32,Male,161.8,46.8,17.9,8.2,71.3,44.3,276.5,7.6,23.5,49.7,Intermediate
23,Male,162.6,77.5,29.3,10.2,66.3,48.6,168.7,7.7,42.0,53.5,Intermediate
30,Male,171.6,70.9,24.1,16.6,59.6,45.8,237.1,8.1,35.2,67.3,Advanced
29,Male,171.5,79.8,27.1,6.0,72.1,34.7,193.4,6.4,26.7,26.3,Intermediate
37,Female,179.6,96.1,29.8,11.2,55.5,48.0,233.6,7.3,27.7,47.8,Intermediate
36,Female,181.7,79.3,24.0,14.3,59.3,50.2,210.1,8.7,30.9,68.5,Advanced
30,Female,189.7,50.8,14.1,17.1,49.9,50.4,237.2,7.5,30.7,87.0,Elite
39,Female,171.8,58.0,19.7,12.4,62.9,48.5,285.9,7.6,22.8,59.5,Advanced
34,Female,171.1,78.7,26.9,6.7,56.2,35.2,176.5,7.3,26.0,36.2,Intermediate
19,Female,170.3,79.3,27.3,4.3,62.8,45.4,275.1,4.0,34.4,27.1,Intermediate
21,Male,166.1,90.9,32.9,4.6,66.5,45.1,283.8,9.2,31.6,29.6,Intermediate
37,Male,177.0,81.0,25.9,0.0,61.6,56.3,248.4,8.7,20.4,39.4,Intermediate
36,Female,162.8,58.8,22.2,9.7,54.9,49.5,213.1,10.0,18.0,62.6,Advanced
18,Male,186.5,97.2,27.9,7.0,52.4,37.5,252.6,6.7,38.1,37.3,Intermediate
29,Male,177.7,66.1,20.9,7.7,54.5,44.7,250.5,8.6,32.3,57.2,Advanced
38,Female,183.2,73.5,21.9,6.5,73.1,44.2,248.3,6.0,41.0,43.8,Intermediate
25,Female,191.2,62.0,17.0,8.2,52.4,50.5,231.9,9.4,29.5,71.3,Advanced
39,Male,152.3,78.9,34.0,6.2,58.2,48.1,246.2,6.8,33.5,32.2,Intermediate
25,Male,173.7,88.6,29.4,7.7,64.2,70.0,262.6,6.2,26.2,52.5,Intermediate
20,Male,169.0,87.5,30.6,7.4,62.2,37.7,338.6,9.8,39.2,34.9,Intermediate
25,Male,179.6,70.8,21.9,9.3,49.1,28.3,284.8,6.7,38.8,42.6,Intermediate
22,Female,183.4,70.0,20.8,14.4,53.3,39.6,229.8,8.6,25.8,63.8,Advanced
21,Female,179.3,79.3,24.7,10.4,62.7,47.9,184.7,6.6,48.4,60.1,Advanced
23,Male,176.4,67.2,21.6,8.8,51.5,34.9,298.1,7.0,33.3,44.8,Intermediate
35,Female,173.3,82.4,27.4,3.3,67.7,42.0,284.5,5.4,19.2,18.4,Beginner
33,Male,184.3,86.4,25.4,7.3,53.0,57.8,303.4,7.5,35.5,56.3,Advanced
19,Male,175.3,74.7,24.3,13.7,73.8,47.0,292.9,8.3,45.8,60.0,Advanced
19,Male,192.0,63.7,17.3,7.4,62.4,56.5,229.3,6.4,26.7,62.4,Advanced
24,Female,169.9,69.6,24.1,15.9,59.5,54.8,165.9,6.9,14.6,66.4,Advanced
19,Male,193.3,86.7,23.2,12.2,49.1,52.9,263.9,7.9,24.4,64.4,Advanced
37,Male,163.2,106.0,39.8,3.6,64.6,46.1,276.6,8.0,40.0,19.2,Beginner
28,Female,177.7,79.8,25.3,7.0,73.3,34.9,277.0,7.8,21.3,27.8,Intermediate
38,Female,175.8,63.1,20.4,10.2,64.3,45.9,292.8,10.0,38.8,63.8,Advanced
39,Male,168.0,61.8,21.9,11.9,54.4,61.5,283.9,7.0,37.9,72.7,Advanced
38,Male,161.5,70.7,27.1,7.2,60.4,46.1,288.4,7.1,44.5,44.8,Intermediate
37,Female,184.3,81.4,24.0,6.2,59.6,49.7,274.0,8.0,27.8,47.8,Intermediate
23,Female,175.0,54.7,17.9,12.7,60.1,53.9,275.2,6.6,27.5,67.7,Advanced
33,Female,184.6,71.9,21.1,11.2,55.5,40.0,279.7,6.5,15.8,45.7,Intermediate
17,Female,192.9,77.9,20.9,14.8,43.6,50.4,235.3,7.1,22.7,70.9,Advanced
38,Male,181.8,79.7,24.1,5.9,71.6,34.9,248.8,7.8,24.2,30.8,Intermediate
22,Male,184.6,71.2,20.9,2.7,65.3,40.4,230.4,7.6,25.9,37.7,Intermediate
30,Male,171.2,52.9,18.0,12.6,73.2,52.0,179.3,7.2,41.0,73.1,Advanced
20,Female,189.3,88.2,24.6,10.5,63.3,51.6,230.1,8.7,31.5,60.1,Advanced
30,Female,190.3,87.4,24.1,7.0,73.2,53.5,287.9,7.7,33.5,48.3,Intermediate
16,Male,180.7,72.3,22.1,4.0,63.5,45.6,334.6,4.9,7.3,23.7,Beginner
25,Female,172.8,65.2,21.8,4.6,61.8,38.5,237.4,6.3,32.9,38.1,Intermediate
35,Female,175.5,68.1,22.1,5.7,66.1,40.4,298.4,6.5,40.3,39.7,Intermediate
30,Male,176.6,66.7,21.4,0.6,70.0,30.1,264.5,8.5,37.9,28.5,Intermediate
21,Male,179.7,72.6,22.5,12.4,64.2,54.1,243.2,8.0,32.7,66.2,Advanced
35,Female,174.9,75.1,24.6,10.9,68.0,36.8,267.0,5.7,24.6,35.1,Intermediate
35,Male,172.1,54.8,18.5,5.9,70.2,46.9,221.1,6.6,36.8,52.4,Intermediate
24,Male,173.3,51.7,17.2,4.7,48.5,49.6,307.1,6.0,25.6,51.4,Intermediate
39,Male,175.1,67.1,21.9,7.8,53.1,39.8,232.1,8.9,34.7,54.9,Intermediate
31,Female,187.3,71.9,20.5,18.8,53.5,41.4,210.5,5.4,31.8,68.1,Advanced
32,Male,165.7,53.8,19.6,9.5,64.6,43.2,184.8,7.9,30.2,58.6,Advanced
33,Male,155.7,73.7,30.4,9.0,65.2,45.6,255.2,7.3,21.7,34.7,Intermediate
23,Female,159.8,83.0,32.5,4.3,52.8,37.8,255.8,8.1,46.1,32.2,Intermediate
18,Male,177.3,64.3,20.5,4.6,76.3,34.4,283.4,8.4,33.7,35.4,Intermediate
19,Male,177.8,81.8,25.9,14.5,62.7,60.8,249.1,7.6,22.7,65.6,Advanced
21,Male,186.7,59.9,17.2,6.1,56.7,50.8,274.5,7.3,26.7,57.6,Advanced
27,Male,199.9,75.6,18.9,9.5,40.0,51.5,265.1,7.7,19.5,65.7,Advanced
21,Female,173.4,57.0,19.0,7.5,48.2,47.9,220.5,7.5,22.9,59.6,Advanced
16,Female,185.6,67.6,19.6,6.9,54.8,50.0,260.7,8.8,31.1,61.5,Advanced
34,Female,169.2,55.3,19.3,6.2,55.4,34.3,261.6,9.3,28.4,48.1,Intermediate
21,Female,186.1,69.2,20.0,11.0,67.7,53.7,183.8,6.5,36.3,66.7,Advanced
30,Male,177.9,76.7,24.2,3.2,72.7,42.5,264.1,7.7,22.8,30.2,Intermediate
24,Male,163.1,86.2,32.4,11.9,66.1,42.2,268.4,7.8,29.4,37.1,Intermediate
30,Male,178.3,60.6,19.1,8.0,57.0,35.8,245.9,6.7,34.4,48.5,Intermediate
25,Female,180.3,65.0,20.0,2.1,75.6,46.1,249.2,6.0,25.7,34.1,Intermediate
39,Male,178.9,48.7,15.2,4.3,45.5,33.4,233.1,6.6,27.9,47.9,Intermediate
23,Female,172.3,77.0,25.9,6.2,42.5,38.0,273.1,6.1,43.4,41.9,Intermediate
20,Female,189.8,59.3,16.5,4.1,50.9,47.6,209.7,7.7,22.7,57.4,Advanced
28,Male,186.5,59.5,17.1,3.2,64.0,49.3,249.9,8.6,36.8,57.5,Advanced
37,Female,181.9,68.5,20.7,9.6,58.1,44.1,313.1,5.2,23.3,43.8,Intermediate
17,Male,168.1,84.6,29.9,14.8,58.0,50.2,266.6,5.8,26.7,48.9,Intermediate
38,Female,171.1,59.0,20.2,8.7,53.8,37.7,226.9,6.7,21.4,46.8,Intermediate
24,Female,183.3,83.8,24.9,5.4,56.9,30.6,280.6,7.9,40.1,34.5,Intermediate
31,Male,192.1,78.9,21.4,6.4,62.6,29.2,208.5,8.2,28.6,38.8,Intermediate
36,Female,185.4,70.5,20.5,7.3,58.1,48.6,290.6,6.3,23.2,47.7,Intermediate
18,Male,173.2,80.8,26.9,9.1,70.2,51.2,257.6,7.5,25.5,44.9,Intermediate
23,Male,176.7,69.6,22.3,15.8,59.2,45.5,231.9,8.2,34.9,69.0,Advanced
29,Male,187.4,56.4,16.1,9.6,48.4,60.6,208.0,5.7,36.8,78.9,Advanced
33,Male,162.1,70.1,26.7,12.7,53.9,57.4,248.6,6.2,33.4,61.7,Advanced
22,Female,161.0,68.2,26.3,9.3,60.8,54.1,220.3,8.6,38.9,61.2,Advanced
34,Male,185.6,56.2,16.3,8.8,55.2,50.0,213.6,6.3,24.8,63.3,Advanced
22,Male,176.4,82.4,26.5,6.3,69.2,36.3,214.6,8.2,41.2,38.8,Intermediate
37,Male,165.7,60.6,22.1,6.6,52.9,42.5,311.0,5.1,35.7,41.3,Intermediate
28,Male,173.2,50.9,17.0,12.7,50.5,47.6,148.0,6.9,30.9,75.7,Advanced
26,Female,171.6,59.2,20.1,11.6,55.8,27.0,271.5,5.0,36.7,41.6,Intermediate
38,Male,180.1,74.7,23.0,12.6,62.5,53.4,251.1,5.4,37.1,60.3,Advanced
32,Male,173.8,83.4,27.6,8.9,68.5,49.5,199.1,4.4,35.7,41.5,Intermediate
31,Male,179.4,73.2,22.7,6.3,72.4,64.8,221.5,6.4,39.7,61.0,Advanced
35,Male,190.9,71.9,19.7,13.3,56.3,48.1,200.2,6.7,32.6,68.6,Advanced
34,Male,177.0,97.3,31.1,4.2,53.3,29.6,276.8,8.7,24.9,20.0,Beginner
18,Female,174.0,59.3,19.6,5.2,62.1,55.9,306.7,6.1,32.7,52.2,Intermediate
25,Male,170.0,63.4,21.9,8.9,48.2,53.3,315.7,7.8,36.3,62.7,Advanced
39,Female,170.3,66.7,23.0,9.0,67.1,43.7,256.7,6.2,25.2,42.2,Intermediate
21,Male,174.0,56.3,18.6,3.7,66.4,38.3,253.3,8.1,36.6,44.9,Intermediate
21,Female,185.3,62.6,18.2,7.1,61.2,47.6,259.7,5.5,42.1,55.5,Advanced
32,Male,183.0,91.4,27.3,4.8,47.0,38.1,258.8,5.2,33.6,30.8,Intermediate
29,Male,160.3,68.3,26.6,19.3,47.6,54.3,249.7,5.7,29.5,70.0,Advanced
32,Female,193.8,74.2,19.8,8.1,65.1,43.6,257.5,7.1,29.7,50.0,Intermediate
25,Female,169.6,57.8,20.1,13.9,59.7,49.6,295.3,7.1,35.7,66.4,Advanced
29,Female,169.6,67.9,23.6,8.8,65.4,58.0,342.4,6.8,27.1,50.8,Intermediate
30,Male,173.3,84.3,28.1,10.2,50.0,46.4,235.7,4.7,33.9,44.6,Intermediate
19,Male,195.6,63.4,16.6,6.4,69.7,45.9,276.9,6.0,26.8,47.4,Intermediate
39,Female,181.4,92.1,28.0,11.5,60.9,53.3,192.2,6.8,28.6,54.8,Intermediate
17,Female,177.3,74.9,23.8,15.4,55.7,34.3,200.7,4.2,22.8,44.9,Intermediate
29,Female,169.2,87.4,30.5,11.0,52.5,51.6,288.4,6.4,35.8,48.1,Intermediate
30,Male,176.8,81.7,26.1,6.4,56.2,26.2,239.7,7.0,39.7,30.7,Intermediate
34,Male,197.8,79.3,20.3,5.1,70.6,35.9,276.7,6.3,38.2,36.2,Intermediate
29,Female,183.7,76.1,22.6,12.7,66.0,62.8,215.5,6.6,12.5,63.4,Advanced
30,Male,170.6,74.8,25.7,4.2,69.2,47.9,272.8,6.4,40.4,37.8,Intermediate
21,Male,171.6,85.3,29.0,5.7,49.5,34.3,230.3,8.3,25.5,32.4,Intermediate
16,Female,181.1,62.0,18.9,11.2,58.6,42.6,269.8,6.9,36.2,59.2,Advanced
33,Male,184.6,75.6,22.2,10.1,66.6,51.7,275.1,6.5,21.2,50.3,Intermediate
32,Male,163.5,53.8,20.1,2.9,61.4,52.7,312.4,5.2,31.4,42.0,Intermediate
23,Male,178.9,89.6,28.0,7.3,59.4,51.5,223.7,6.4,34.1,46.0,Intermediate
23,Male,182.2,79.8,24.0,8.5,75.4,42.9,241.3,7.8,26.0,41.7,Intermediate
31,Female,187.6,76.4,21.7,12.1,72.3,32.3,271.2,7.0,28.0,41.0,Intermediate
21,Female,163.0,63.6,23.9,7.8,55.4,41.2,275.6,7.9,25.4,44.0,Intermediate
27,Female,198.1,69.9,17.8,3.5,64.5,37.5,312.0,8.0,31.7,40.6,Intermediate
24,Male,170.9,75.6,25.9,15.9,53.8,61.5,248.1,6.0,22.7,67.3,Advanced
17,Male,170.6,43.1,14.8,13.0,61.0,44.4,170.1,8.2,37.5,78.2,Advanced
21,Male,170.0,76.1,26.3,5.1,50.9,34.7,279.4,4.4,31.4,24.9,Beginner
22,Male,180.9,65.3,20.0,9.0,80.6,56.5,197.8,5.8,48.6,63.4,Advanced
23,Female,165.7,86.4,31.5,12.9,64.7,41.9,181.3,6.7,39.4,45.7,Intermediate
32,Male,192.4,79.3,21.4,2.4,59.2,50.4,224.8,6.5,22.5,42.6,Intermediate
38,Female,170.4,78.1,26.9,10.2,59.1,51.4,300.3,7.9,29.5,50.9,Intermediate
36,Male,176.3,84.2,27.1,5.8,65.6,34.4,279.0,6.2,27.8,23.2,Beginner
33,Female,163.8,80.6,30.0,4.7,61.8,45.4,265.0,8.1,33.0,34.6,Intermediate
36,Male,169.8,97.6,33.9,7.2,66.0,34.6,232.5,8.6,32.5,25.7,Intermediate
18,Male,154.9,76.6,31.9,7.3,67.3,32.6,314.8,8.6,31.0,22.1,Beginner
30,Female,174.7,87.3,28.6,6.1,74.7,49.8,257.4,8.1,19.8,34.0,Intermediate
18,Male,174.0,89.6,29.6,1.6,73.1,40.7,220.3,7.1,12.7,14.7,Beginner
17,Male,157.4,69.7,28.1,5.6,62.3,41.4,261.6,5.5,15.9,22.8,Beginner
16,Male,173.1,82.4,27.5,6.9,57.3,46.0,251.3,6.1,27.6,37.7,Intermediate
27,Male,180.0,77.9,24.0,5.1,65.5,44.0,204.4,9.1,33.8,48.1,Intermediate
33,Male,188.5,67.5,19.0,6.8,64.2,46.5,263.4,6.9,24.6,48.9,Intermediate
17,Female,165.9,82.3,29.9,10.0,56.4,46.2,200.4,8.9,31.2,51.0,Intermediate
27,Female,156.8,78.6,32.0,12.5,69.3,57.9,182.0,8.7,22.4,54.6,Intermediate
38,Male,173.8,102.4,33.9,5.4,54.0,48.7,263.6,5.6,27.9,26.8,Intermediate
31,Male,192.9,80.0,21.5,8.1,81.1,43.0,268.0,9.6,32.1,48.6,Intermediate
38,Male,171.8,82.0,27.8,7.6,54.7,44.4,295.3,7.1,37.8,42.0,Intermediate
35,Male,170.3,86.5,29.8,12.5,56.6,49.4,274.0,7.0,41.1,52.9,Intermediate
29,Female,185.8,76.3,22.1,6.7,70.5,48.9,273.0,6.5,26.6,43.1,Intermediate
38,Male,171.2,72.8,24.8,9.6,59.1,39.9,208.8,4.0,38.1,41.6,Intermediate
23,Male,171.4,71.5,24.3,5.8,54.3,40.2,222.7,6.4,31.5,40.6,Intermediate
23,Male,168.2,52.7,18.6,1.9,73.2,34.7,271.4,8.7,23.1,32.3,Intermediate
29,Female,176.2,66.1,21.3,9.0,60.3,43.6,265.2,7.1,48.0,57.2,Advanced
38,Female,174.8,90.8,29.7,1.4,62.7,35.6,243.5,6.8,33.6,19.1,Beginner
29,Male,176.6,79.0,25.3,11.2,60.7,40.0,208.4,6.2,21.2,42.6,Intermediate
29,Female,176.0,68.1,22.0,7.7,59.9,54.4,338.2,7.5,38.9,56.6,Advanced
17,Male,159.4,86.1,33.9,4.4,60.5,47.2,292.6,5.8,35.6,23.6,Beginner
19,Female,181.5,88.6,26.9,6.7,58.5,45.0,201.6,5.5,26.6,37.7,Intermediate
39,Male,161.1,73.0,28.1,2.3,67.2,33.4,286.2,6.1,27.9,13.8,Beginner
34,Female,172.0,99.6,33.7,3.6,60.0,44.0,266.4,6.5,36.3,23.5,Beginner
19,Female,187.5,73.4,20.9,7.7,59.8,56.7,268.7,6.7,41.7,62.7,Advanced
24,Female,181.0,67.6,20.6,16.9,61.9,60.8,260.2,7.6,29.1,79.8,Advanced
31,Male,190.3,74.0,20.4,5.4,54.9,41.4,213.7,8.5,32.9,53.0,Intermediate
30,Female,170.2,73.9,25.5,11.5,57.1,49.4,277.9,6.2,36.0,53.4,Intermediate
32,Female,169.4,76.8,26.8,1.2,65.9,46.1,262.4,6.7,26.8,26.9,Intermediate
19,Male,186.8,70.9,20.3,9.7,62.1,50.8,271.5,7.1,37.8,61.0,Advanced
19,Male,176.5,82.8,26.6,3.9,50.5,39.9,264.3,6.3,28.8,31.4,Intermediate
30,Male,195.8,56.7,14.8,12.7,58.1,47.9,207.1,5.8,34.9,72.4,Advanced
27,Male,165.8,72.5,26.4,2.1,57.5,46.2,292.1,7.6,34.1,35.3,Intermediate
22,Female,182.3,68.4,20.6,13.6,54.5,41.1,207.4,5.2,36.3,59.8,Advanced
19,Female,181.4,76.0,23.1,10.4,55.7,45.2,248.6,8.6,30.8,58.0,Advanced
39,Male,186.9,46.2,13.2,0.0,62.1,44.6,279.2,6.5,47.0,51.6,Intermediate
21,Female,181.2,75.6,23.0,5.0,55.8,25.4,311.0,9.0,42.4,35.0,Intermediate
31,Male,182.1,71.6,21.6,5.9,61.3,47.7,223.6,7.0,23.9,47.4,Intermediate
24,Male,176.8,51.0,16.3,3.3,64.0,39.0,249.6,7.1,38.0,47.2,Intermediate
28,Female,184.9,74.8,21.9,10.8,70.4,47.1,270.8,8.6,37.1,58.5,Advanced
36,Male,170.4,70.1,24.1,15.1,46.0,44.7,236.0,9.1,47.2,75.3,Advanced
26,Female,184.3,87.0,25.6,14.0,59.1,44.2,246.4,6.0,39.2,55.0,Advanced
31,Male,193.9,72.7,19.3,18.4,42.9,48.0,165.5,6.5,44.9,88.0,Elite
29,Male,168.1,76.8,27.2,0.0,58.4,38.1,183.4,7.6,31.3,28.3,Intermediate
29,Female,182.2,83.7,25.2,1.5,51.1,26.6,254.9,7.7,14.9,17.5,Beginner
21,Female,179.4,78.0,24.2,7.4,64.6,34.6,222.5,7.0,26.9,35.5,Intermediate
33,Male,165.7,65.1,23.7,12.3,53.9,45.9,188.4,7.6,23.2,59.2,Advanced
29,Female,176.1,80.1,25.8,11.3,55.8,56.3,289.2,4.9,29.4,52.2,Intermediate
39,Male,184.1,71.9,21.2,7.8,57.8,41.0,309.3,8.2,27.8,47.1,Intermediate
34,Male,182.7,65.0,19.5,9.1,50.1,44.9,260.6,6.3,34.7,57.7,Advanced
23,Female,166.4,73.6,26.6,9.3,62.6,44.1,268.5,8.3,38.2,48.6,Intermediate
28,Male,177.8,54.0,17.1,18.8,56.7,40.1,233.0,6.3,47.7,78.3,Advanced
17,Male,179.8,63.5,19.6,14.1,50.8,54.3,198.4,8.4,31.6,81.0,Advanced
28,Male,184.2,54.1,15.9,8.6,63.6,47.8,251.2,7.3,14.5,55.9,Advanced
27,Female,175.6,69.6,22.6,4.6,69.5,37.8,279.5,7.1,47.3,39.0,Intermediate
39,Female,169.4,54.2,18.9,0.0,65.3,36.7,301.0,7.6,26.1,29.5,Intermediate
33,Female,186.2,74.1,21.4,10.9,59.7,48.4,275.4,4.8,13.9,45.3,Intermediate
17,Male,164.3,82.4,30.5,7.6,51.8,47.7,251.4,7.2,41.1,45.3,Intermediate
25,Female,168.7,80.0,28.1,13.1,63.1,43.8,318.6,7.2,35.8,46.2,Intermediate
18,Male,182.7,54.4,16.3,11.7,54.8,43.1,256.5,6.7,39.9,67.2,Advanced
27,Male,178.3,53.3,16.8,6.2,52.1,35.9,311.5,7.0,37.1,49.0,Intermediate
19,Female,176.5,62.6,20.1,13.7,55.4,40.1,325.1,7.7,39.0,61.0,Advanced
20,Male,167.0,68.9,24.7,18.9,54.1,51.3,167.6,9.3,43.2,86.2,Elite
34,Male,184.2,51.9,15.3,2.7,71.2,37.7,229.9,6.8,26.9,40.4,Intermediate
27,Female,180.8,61.9,18.9,8.4,63.6,49.8,304.2,6.2,42.5,57.4,Advanced
32,Male,194.5,62.0,16.4,8.6,48.4,39.3,222.0,6.1,37.9,60.2,Advanced
26,Male,182.0,64.8,19.6,11.2,58.2,44.3,286.2,6.6,27.8,55.0,Intermediate
23,Male,161.2,44.3,17.0,15.6,70.5,56.6,216.7,8.1,14.7,75.1,Advanced
37,Female,176.1,52.5,16.9,5.5,66.2,52.6,217.0,7.0,39.4,62.3,Advanced
25,Male,174.1,63.5,20.9,10.0,60.8,43.8,168.8,5.6,36.8,56.5,Advanced
24,Female,173.4,60.2,20.0,0.0,66.0,49.5,228.9,7.7,32.1,44.1,Intermediate
21,Female,173.0,67.8,22.7,10.1,54.6,43.7,307.3,7.8,37.2,54.5,Intermediate
32,Female,176.6,64.3,20.6,9.2,73.7,50.4,259.8,4.9,19.2,43.7,Intermediate
27,Male,167.6,71.3,25.4,10.3,62.8,52.3,250.5,4.9,34.2,49.4,Intermediate
21,Female,159.1,51.4,20.3,6.1,63.9,33.8,278.0,6.1,37.5,37.5,Intermediate
26,Male,179.1,67.4,21.0,14.0,57.9,60.8,255.0,8.8,47.4,85.6,Elite
37,Male,185.9,51.0,14.8,8.6,64.0,39.9,298.2,5.8,33.5,51.8,Intermediate
33,Female,179.6,76.6,23.7,2.3,56.8,38.9,292.2,10.0,33.4,40.1,Intermediate
31,Male,178.0,81.7,25.8,5.5,63.8,34.7,176.1,7.2,6.9,25.7,Intermediate
19,Male,167.3,59.6,21.3,10.8,56.5,54.8,248.9,5.5,42.2,65.1,Advanced
16,Male,183.6,68.6,20.4,11.3,41.5,47.3,211.8,5.5,15.9,58.3,Advanced
16,Male,155.3,75.4,31.3,6.0,58.2,40.9,226.2,6.4,28.3,28.3,Intermediate
30,Female,195.4,65.8,17.2,7.7,52.5,53.1,246.6,7.8,26.6,66.2,Advanced
32,Female,169.5,71.3,24.8,6.2,56.5,29.3,288.9,7.3,35.2,31.3,Intermediate
